STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,X4ATPRLVLA,S3CLGPELL
16871,Male,"White, non-Hispanic",-.4344,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
16872,Female,"Black/African-American, non-Hispanic",-.172,Third quintile,Unit non-response,Unit non-response
16873,Male,"Hispanic, race specified",-.9394,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
16874,Male,"Amer. Indian/Alaska Native, non-Hispanic",-.8837,First quintile (lowest),"No degree, not enrolled",Yes
16875,Male,Missing,Unit non-response,Unit non-response,Unit non-response,Item not administered: abbreviated interview
16876,Male,"Black/African-American, non-Hispanic",-.6665,Second quintile,"No degree, enrolled at less-than-4-year",Yes
16877,Male,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Missing
16878,Female,"Asian, non-Hispanic",1.2556,Fifth quintile (highest),Unit non-response,No
16879,Male,"More than one race, non-Hispanic",.1423,Fourth quintile,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
16880,Male,"Hispanic, race specified",-1.0449,First quintile (lowest),Unit non-response,Unit non-response
16881,Male,"Asian, non-Hispanic",-.3943,Second quintile,"No degree, enrolled at a 4-year",Yes
16882,Female,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
16883,Male,"Hispanic, race specified",-.1641,Third quintile,Item legitimate skip/NA,Unit non-response
16884,Male,"Black/African-American, non-Hispanic",-.3624,Second quintile,"No degree, not enrolled",Yes
16885,Female,"Black/African-American, non-Hispanic",-.2365,Third quintile,"No degree, enrolled at a 4-year",Yes
16886,Male,"White, non-Hispanic",-.1629,Third quintile,"No degree, enrolled at a 4-year",Yes
16887,Female,"White, non-Hispanic",-.8455,First quintile (lowest),"No degree, enrolled at less-than-4-year",No
16888,Male,"White, non-Hispanic",.7191,Fifth quintile (highest),"No degree, enrolled at a 4-year",Unit non-response
16889,Female,"White, non-Hispanic",.5636,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
16890,Female,"Hispanic, no race specified",Unit non-response,Unit non-response,Unit non-response,Unit non-response
16891,Male,"Black/African-American, non-Hispanic",-.1266,Third quintile,"No degree, not enrolled",Don't know
16892,Female,"White, non-Hispanic",-1.2531,First quintile (lowest),Unit non-response,Unit non-response
16893,Female,"White, non-Hispanic",2.3893,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
16894,Male,"Asian, non-Hispanic",.5756,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16895,Female,"White, non-Hispanic",-.4293,Second quintile,Unit non-response,Yes
16896,Female,"White, non-Hispanic",.3792,Fourth quintile,Unit non-response,Yes
16897,Male,"White, non-Hispanic",.8963,Fifth quintile (highest),"No degree, not enrolled",Yes
16898,Female,"Hispanic, race specified",.2508,Fourth quintile,"No degree, enrolled at less-than-4-year",Unit non-response
16899,Male,"More than one race, non-Hispanic",-.0304,Third quintile,Unit non-response,Unit non-response
16901,Male,"Hispanic, race specified",.0382,Third quintile,Attained associate's degree,Don't know
16902,Male,"White, non-Hispanic",.6571,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16903,Male,"Hispanic, race specified",-1.5206,First quintile (lowest),Item legitimate skip/NA,Unit non-response
16905,Male,"Hispanic, race specified",-.9535,First quintile (lowest),Unit non-response,Item not administered: abbreviated interview
16906,Male,"Hispanic, race specified",.5846,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
16907,Male,"Hispanic, race specified",-.4712,Second quintile,"No degree, enrolled at less-than-4-year",Yes
16908,Male,"White, non-Hispanic",Unit non-response,Unit non-response,"No degree, not enrolled",Yes
16909,Male,"White, non-Hispanic",.1026,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
16910,Female,Missing,Unit non-response,Unit non-response,Item legitimate skip/NA,No
16911,Female,"Asian, non-Hispanic",Unit non-response,Unit non-response,Unit non-response,Unit non-response
16912,Female,"White, non-Hispanic",-.5402,Second quintile,"No degree, not enrolled",Unit non-response
16913,Male,"White, non-Hispanic",.6898,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
16914,Female,"Hispanic, race specified",-.5194,Second quintile,Item legitimate skip/NA,Unit non-response
16915,Male,"Asian, non-Hispanic",-.4924,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
16916,Female,"White, non-Hispanic",.5626,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
16917,Female,"White, non-Hispanic",.3941,Fourth quintile,Attained associate's degree,No
16919,Male,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
16920,Female,"Asian, non-Hispanic",.6451,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16921,Male,"Asian, non-Hispanic",1.6438,Fifth quintile (highest),Unit non-response,Unit non-response
16922,Male,"Hispanic, race specified",-.0197,Third quintile,"No degree, enrolled at a 4-year",No
16923,Male,"White, non-Hispanic",-.4398,Second quintile,Item legitimate skip/NA,Yes
16924,Female,"Hispanic, race specified",-.4151,Second quintile,"No degree, enrolled at a 4-year",No
16925,Female,"White, non-Hispanic",.2619,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
16926,Male,"White, non-Hispanic",-.428,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
16927,Male,"Black/African-American, non-Hispanic",-.0329,Third quintile,"No degree, not enrolled",Missing
16928,Male,"White, non-Hispanic",1.1066,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16929,Female,"White, non-Hispanic",.3688,Fourth quintile,Unit non-response,No
16930,Female,"More than one race, non-Hispanic",.1009,Fourth quintile,Unit non-response,No
16931,Female,"White, non-Hispanic",.6882,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16932,Female,"White, non-Hispanic",.4359,Fourth quintile,"No degree, not enrolled",Don't know
16933,Male,"White, non-Hispanic",.9419999999999999,Fifth quintile (highest),"No degree, enrolled at a 4-year",Unit non-response
16934,Female,"Asian, non-Hispanic",-.2525,Third quintile,"No degree, enrolled at less-than-4-year",Yes
16935,Female,"White, non-Hispanic",.5507,Fifth quintile (highest),"No degree, enrolled at a 4-year",Missing
16936,Female,"White, non-Hispanic",-.2285,Third quintile,Item legitimate skip/NA,Unit non-response
16937,Male,"Hispanic, race specified",.2651,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
16938,Male,"Black/African-American, non-Hispanic",.1618,Fourth quintile,Unit non-response,Don't know
16939,Male,"Black/African-American, non-Hispanic",-.4843,Second quintile,Attained associate's degree,Yes
16940,Female,"White, non-Hispanic",.2519,Fourth quintile,Unit non-response,Unit non-response
16941,Male,"White, non-Hispanic",.4111,Fourth quintile,"No degree, not enrolled",No
16942,Female,"Asian, non-Hispanic",.4868,Fourth quintile,"No degree, enrolled at a 4-year",Yes
16943,Male,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, not enrolled",Missing
16944,Female,"White, non-Hispanic",-.0149,Third quintile,Item legitimate skip/NA,Unit non-response
16945,Male,"Hispanic, race specified",1.0438,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16946,Male,"Black/African-American, non-Hispanic",.2335,Fourth quintile,"No degree, enrolled at a 4-year",No
16947,Female,"White, non-Hispanic",1.236,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16948,Male,"White, non-Hispanic",1.2942,Fifth quintile (highest),Attained bachelor's degree,Don't know
16949,Male,"White, non-Hispanic",Unit non-response,Unit non-response,Unit non-response,Unit non-response
16950,Male,"More than one race, non-Hispanic",-.3162,Third quintile,"No degree, enrolled at a 4-year",Yes
16951,Female,"More than one race, non-Hispanic",-.3882,Second quintile,"No degree, not enrolled",Yes
16952,Male,"Black/African-American, non-Hispanic",.8110000000000001,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16953,Female,"Hispanic, race specified",-1.4438,First quintile (lowest),"No degree, enrolled at less-than-4-year",Unit non-response
16954,Male,"White, non-Hispanic",-.1242,Third quintile,"No degree, enrolled at a 4-year",Don't know
16955,Male,"Black/African-American, non-Hispanic",.1757,Fourth quintile,Item legitimate skip/NA,Don't know
16957,Female,"Hispanic, race specified",.1172,Fourth quintile,"No degree, enrolled at a 4-year",Item legitimate skip/NA
16959,Female,"White, non-Hispanic",-.7331,First quintile (lowest),"No degree, enrolled at a 4-year",No
16960,Female,"More than one race, non-Hispanic",-.1431,Third quintile,Attained certificate,Yes
16961,Female,"Black/African-American, non-Hispanic",.2213,Fourth quintile,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
16962,Male,"White, non-Hispanic",.2826,Fourth quintile,"No degree, enrolled at a 4-year",Unit non-response
16963,Female,"Amer. Indian/Alaska Native, non-Hispanic",1.1461,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
16964,Female,"Hispanic, race specified",-1.2374,First quintile (lowest),Item legitimate skip/NA,Unit non-response
16965,Female,"White, non-Hispanic",-.432,Second quintile,Unit non-response,Item legitimate skip/NA
16966,Female,"White, non-Hispanic",2.5668,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16967,Female,"White, non-Hispanic",2.5466,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
16968,Female,"White, non-Hispanic",-.3543,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
16969,Female,"Hispanic, race specified",.6128,Fifth quintile (highest),"No degree, not enrolled",Unit non-response
16970,Female,"White, non-Hispanic",.5787,Fifth quintile (highest),Unit non-response,No
16971,Female,"White, non-Hispanic",-.612,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
16972,Male,"White, non-Hispanic",1.0771,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",Yes
16973,Male,"White, non-Hispanic",.3487,Fourth quintile,"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
16974,Female,"Asian, non-Hispanic",.0427,Third quintile,"No degree, enrolled at a 4-year",Yes
16975,Female,"Amer. Indian/Alaska Native, non-Hispanic",1.4654,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16976,Female,"Hispanic, race specified",.5033,Fourth quintile,Attained associate's degree,Yes
16977,Male,"Hispanic, race specified",.4344,Fourth quintile,Unit non-response,Unit non-response
16978,Female,"White, non-Hispanic",.928,Fifth quintile (highest),Item legitimate skip/NA,Item legitimate skip/NA
16980,Female,"White, non-Hispanic",.3581,Fourth quintile,"No degree, enrolled at a 4-year",Yes
16981,Female,"White, non-Hispanic",-.3465,Second quintile,Attained associate's degree,No
16982,Male,"White, non-Hispanic",.6526999999999999,Fifth quintile (highest),Unit non-response,Item legitimate skip/NA
16983,Female,"White, non-Hispanic",.3118,Fourth quintile,"No degree, enrolled at a 4-year",Unit non-response
16984,Female,"White, non-Hispanic",-.3372,Third quintile,Item legitimate skip/NA,Don't know
16985,Male,"White, non-Hispanic",1.9489,Fifth quintile (highest),Unit non-response,Item legitimate skip/NA
16986,Female,"White, non-Hispanic",-.1204,Third quintile,Unit non-response,Unit non-response
16988,Male,"Asian, non-Hispanic",-.7329,First quintile (lowest),Item legitimate skip/NA,Unit non-response
16989,Male,"White, non-Hispanic",-.4095,Second quintile,Unit non-response,Unit non-response
16990,Female,"Hispanic, race specified",.4998,Fourth quintile,"No degree, enrolled at a 4-year",Missing
16991,Female,"More than one race, non-Hispanic",.3182,Fourth quintile,Unit non-response,No
16992,Male,"White, non-Hispanic",.7977,Fifth quintile (highest),Item legitimate skip/NA,Item legitimate skip/NA
16993,Male,"White, non-Hispanic",.9351,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
16994,Male,"White, non-Hispanic",-.0422,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
16995,Female,"White, non-Hispanic",-.9534,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
16996,Female,"White, non-Hispanic",-.23,Third quintile,"No degree, enrolled at a 4-year",No
16997,Female,"White, non-Hispanic",-1.3184,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
16998,Male,"White, non-Hispanic",.8559,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
16999,Female,"White, non-Hispanic",-.8142,First quintile (lowest),Unit non-response,Unit non-response
17000,Female,"White, non-Hispanic",-.1984,Third quintile,"No degree, enrolled at a 4-year",No
17001,Male,"White, non-Hispanic",.7188,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",Unit non-response
17002,Female,"White, non-Hispanic",.1501,Fourth quintile,Unit non-response,No
17003,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
17004,Female,"White, non-Hispanic",.6218,Fifth quintile (highest),Unit non-response,Unit non-response
17005,Male,"Hispanic, no race specified",Unit non-response,Unit non-response,Attained certificate,Item legitimate skip/NA
17006,Male,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
17007,Male,"Hispanic, race specified",-.7679,First quintile (lowest),"No degree, enrolled at less-than-4-year",No
17009,Female,"Hispanic, race specified",-.6116,Second quintile,"No degree, enrolled at a 4-year",Yes
17010,Male,"Asian, non-Hispanic",.6683,Fifth quintile (highest),"No degree, not enrolled",No
17011,Male,"Black/African-American, non-Hispanic",-1.2098,First quintile (lowest),"No degree, enrolled at a 4-year",Missing
17012,Male,"White, non-Hispanic",.1248,Fourth quintile,"No degree, not enrolled",Yes
17013,Male,"More than one race, non-Hispanic",-1.6616,First quintile (lowest),Unit non-response,Item legitimate skip/NA
17014,Female,"Black/African-American, non-Hispanic",-.4054,Second quintile,Unit non-response,No
17015,Male,"Asian, non-Hispanic",.7743,Fifth quintile (highest),Unit non-response,No
17016,Female,"Hispanic, race specified",Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",No
17017,Male,"White, non-Hispanic",-.8837,First quintile (lowest),"No degree, not enrolled",Yes
17018,Female,"Hispanic, race specified",-.3171,Third quintile,Unit non-response,Unit non-response
17019,Male,"White, non-Hispanic",.0273,Third quintile,Unit non-response,Yes
17020,Female,"White, non-Hispanic",-.2324,Third quintile,"No degree, enrolled at a 4-year",Yes
17021,Male,"White, non-Hispanic",.3202,Fourth quintile,"No degree, enrolled at less-than-4-year",Yes
17022,Female,"Asian, non-Hispanic",.2857,Fourth quintile,Unit non-response,No
17023,Female,"Hispanic, race specified",-.4813,Second quintile,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
17024,Female,"White, non-Hispanic",-.6441,Second quintile,Unit non-response,Unit non-response
17025,Female,"White, non-Hispanic",-.4046,Second quintile,Unit non-response,Unit non-response
17026,Male,"More than one race, non-Hispanic",-.8295,First quintile (lowest),Unit non-response,Item legitimate skip/NA
17027,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",No
17028,Female,"White, non-Hispanic",-1.248,First quintile (lowest),Unit non-response,Don't know
17030,Female,"White, non-Hispanic",.4828,Fourth quintile,"No degree, enrolled at a 4-year",No
17031,Male,"White, non-Hispanic",.1643,Fourth quintile,Attained associate's degree,Yes
17032,Female,"White, non-Hispanic",1.3718,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
17033,Female,"Hispanic, race specified",-.9992,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
17034,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
17036,Male,"More than one race, non-Hispanic",.2958,Fourth quintile,Unit non-response,Unit non-response
17037,Male,"Hispanic, race specified",-.5321,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
17038,Male,"Asian, non-Hispanic",.2741,Fourth quintile,Unit non-response,No
17039,Female,"White, non-Hispanic",-.6321,Second quintile,Unit non-response,Unit non-response
17040,Male,"White, non-Hispanic",.0383,Third quintile,"No degree, not enrolled",Unit non-response
17041,Male,"White, non-Hispanic",.0957,Fourth quintile,"No degree, enrolled at a 4-year",Yes
17042,Female,"Asian, non-Hispanic",-1.3178,First quintile (lowest),Attained associate's degree,Yes
17043,Female,"White, non-Hispanic",1.7152,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
17044,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
17045,Female,"More than one race, non-Hispanic",-.3087,Third quintile,"No degree, enrolled at less-than-4-year",Unit non-response
17046,Male,"White, non-Hispanic",.1543,Fourth quintile,Unit non-response,Don't know
17047,Female,"White, non-Hispanic",.8832,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
17048,Female,Missing,Unit non-response,Unit non-response,Item legitimate skip/NA,Yes
17049,Female,"More than one race, non-Hispanic",.0865,Fourth quintile,Attained certificate,Item legitimate skip/NA
17050,Male,"White, non-Hispanic",-.3617,Second quintile,"No degree, enrolled at less-than-4-year",Item not administered: abbreviated interview
17051,Male,"White, non-Hispanic",-.1845,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
17052,Female,"White, non-Hispanic",.7218,Fifth quintile (highest),"No degree, not enrolled",Item legitimate skip/NA
17053,Male,"Hispanic, race specified",-.5135999999999999,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
17054,Male,"White, non-Hispanic",.9913999999999999,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
17055,Female,"White, non-Hispanic",.7817,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
17056,Female,"White, non-Hispanic",.334,Fourth quintile,"No degree, enrolled at a 4-year",Yes
17057,Female,"Asian, non-Hispanic",-.0096,Third quintile,Unit non-response,No
17058,Male,"Asian, non-Hispanic",Unit non-response,Unit non-response,Item legitimate skip/NA,Item legitimate skip/NA
17060,Female,"Amer. Indian/Alaska Native, non-Hispanic",.0211,Third quintile,"No degree, enrolled at less-than-4-year",Unit non-response
17061,Female,"More than one race, non-Hispanic",-.0464,Third quintile,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
17062,Male,"Asian, non-Hispanic",.9354,Fifth quintile (highest),Attained associate's degree,Yes
17063,Male,"White, non-Hispanic",Unit non-response,Unit non-response,Unit non-response,Unit non-response
17064,Male,"White, non-Hispanic",-.5512,Second quintile,Item legitimate skip/NA,Missing
17065,Female,"White, non-Hispanic",-1.0556,First quintile (lowest),Unit non-response,Unit non-response
17066,Female,"White, non-Hispanic",-.363,Second quintile,Unit non-response,Unit non-response
17067,Female,"White, non-Hispanic",-.3844,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
17068,Male,"Hispanic, race specified",-.9876,First quintile (lowest),Item legitimate skip/NA,Unit non-response
17069,Female,"Black/African-American, non-Hispanic",.1448,Fourth quintile,"No degree, enrolled at a 4-year",Unit non-response
17070,Male,"More than one race, non-Hispanic",-.4908,Second quintile,"No degree, not enrolled",No
17071,Male,"White, non-Hispanic",.5426,Fourth quintile,"No degree, enrolled at a 4-year",Missing
17073,Female,"White, non-Hispanic",.3745,Fourth quintile,Attained associate's degree,No
17074,Female,"Hispanic, race specified",-.5583,Second quintile,Unit non-response,No
17075,Male,"White, non-Hispanic",-.1984,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
17076,Female,"White, non-Hispanic",.8869,Fifth quintile (highest),Unit non-response,Yes
17078,Male,"More than one race, non-Hispanic",-.4023,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
17079,Female,"White, non-Hispanic",-.7751,First quintile (lowest),Unit non-response,Don't know
17080,Female,"White, non-Hispanic",.9322,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
17081,Male,"Hispanic, race specified",-.8507,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
17082,Male,"White, non-Hispanic",-.7751,First quintile (lowest),"No degree, not enrolled",No
17083,Female,"Hispanic, race specified",.9523,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
17084,Female,"Hispanic, race specified",2.0218,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
17085,Female,"Hispanic, race specified",-.33,Third quintile,Attained associate's degree,Yes
17086,Female,"White, non-Hispanic",.2213,Fourth quintile,Unit non-response,Item not administered: abbreviated interview
17087,Female,"White, non-Hispanic",-.1236,Third quintile,Item legitimate skip/NA,Yes
17089,Female,"Hispanic, race specified",1.2984,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
17090,Female,"White, non-Hispanic",.0708,Fourth quintile,Unit non-response,Don't know
17091,Male,"White, non-Hispanic",.104,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
17092,Male,"White, non-Hispanic",-.3159,Third quintile,"No degree, not enrolled",Yes
17093,Male,"Black/African-American, non-Hispanic",.6834,Fifth quintile (highest),Unit non-response,Don't know
17094,Female,"Hispanic, race specified",-1.0419,First quintile (lowest),Unit non-response,Yes
17095,Male,"White, non-Hispanic",-.3332,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
17096,Female,"White, non-Hispanic",.3567,Fourth quintile,"No degree, enrolled at a 4-year",Yes
17097,Male,"White, non-Hispanic",.0516,Fourth quintile,"No degree, enrolled at a 4-year",Item legitimate skip/NA
17098,Female,"White, non-Hispanic",-1.1135,First quintile (lowest),"No degree, enrolled at a 4-year",No
17099,Male,"Black/African-American, non-Hispanic",-.2775,Third quintile,Item legitimate skip/NA,No
17100,Male,"Hispanic, race specified",.7665,Fifth quintile (highest),"No degree, enrolled at a 4-year",Item legitimate skip/NA
17101,Male,"Black/African-American, non-Hispanic",.0493,Third quintile,"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
17102,Male,"Hispanic, race specified",-.4119,Second quintile,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
17103,Female,"More than one race, non-Hispanic",-1.3184,First quintile (lowest),Item legitimate skip/NA,No
17104,Male,"Hispanic, race specified",.4073,Fourth quintile,"No degree, enrolled at a 4-year",Item legitimate skip/NA
17105,Female,"More than one race, non-Hispanic",1.8024,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
17106,Male,"White, non-Hispanic",-.4924,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
17107,Male,"More than one race, non-Hispanic",-.9952,First quintile (lowest),Unit non-response,Unit non-response
17108,Male,"White, non-Hispanic",-.9363,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
17109,Female,"Black/African-American, non-Hispanic",-.6342,Second quintile,"No degree, enrolled at less-than-4-year",Yes
17110,Female,"White, non-Hispanic",.4888,Fourth quintile,"No degree, enrolled at a 4-year",No
17111,Female,"Hispanic, race specified",.6493,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",No
17112,Female,"White, non-Hispanic",.922,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
17113,Male,"More than one race, non-Hispanic",-.1121,Third quintile,"No degree, not enrolled",Item legitimate skip/NA
17114,Female,"Hispanic, no race specified",Unit non-response,Unit non-response,Unit non-response,Yes
17115,Female,"White, non-Hispanic",-.5184,Second quintile,Attained certificate,Item legitimate skip/NA
17116,Male,"Hispanic, race specified",-.8495,First quintile (lowest),Item legitimate skip/NA,Unit non-response
17117,Male,"Amer. Indian/Alaska Native, non-Hispanic",-.0686,Third quintile,Unit non-response,Unit non-response
17118,Female,"White, non-Hispanic",1.1625,Fifth quintile (highest),Unit non-response,Item legitimate skip/NA
17119,Male,"Hispanic, race specified",-1.0537,First quintile (lowest),Unit non-response,Item legitimate skip/NA
17120,Female,"Asian, non-Hispanic",1.7983,Fifth quintile (highest),"No degree, not enrolled",No
17121,Male,"White, non-Hispanic",-.3307,Third quintile,"No degree, enrolled at a 4-year",Yes
17122,Female,"White, non-Hispanic",1.3029,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
17123,Male,"Hispanic, race specified",-.7778,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
17124,Female,"Hispanic, race specified",-.5885,Second quintile,Item legitimate skip/NA,Yes
17126,Female,"Hispanic, race specified",-1.7157,First quintile (lowest),"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
17127,Female,"Hispanic, race specified",-.4682,Second quintile,Item legitimate skip/NA,Unit non-response
17128,Female,"White, non-Hispanic",-.0639,Third quintile,"No degree, enrolled at a 4-year",Yes
17129,Female,"White, non-Hispanic",.9022,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
17130,Female,"Hispanic, race specified",-.2842,Third quintile,Item legitimate skip/NA,Unit non-response
17131,Male,"White, non-Hispanic",.7027,Fifth quintile (highest),Unit non-response,No
17132,Male,"White, non-Hispanic",.0517,Fourth quintile,"No degree, not enrolled",No
17133,Male,"White, non-Hispanic",-.5154,Second quintile,Unit non-response,Unit non-response
17134,Male,"White, non-Hispanic",-.1824,Third quintile,Item legitimate skip/NA,Don't know
17135,Female,"White, non-Hispanic",-.0412,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
17137,Female,"Hispanic, no race specified",-1.1433,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
17138,Female,"White, non-Hispanic",1.8848,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
17139,Female,"White, non-Hispanic",.3143,Fourth quintile,"No degree, not enrolled",No
17140,Female,"White, non-Hispanic",.3034,Fourth quintile,Unit non-response,Unit non-response
17141,Male,"Amer. Indian/Alaska Native, non-Hispanic",-.7716,First quintile (lowest),"No degree, not enrolled",Item legitimate skip/NA
17142,Male,"White, non-Hispanic",.4656,Fourth quintile,"No degree, enrolled at less-than-4-year",Unit non-response
17143,Female,"White, non-Hispanic",-.0655,Third quintile,"No degree, enrolled at a 4-year",Yes
17144,Female,"White, non-Hispanic",1.3647,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
17145,Female,"Asian, non-Hispanic",1.2637,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
17146,Male,"White, non-Hispanic",-1.1618,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
17147,Male,"White, non-Hispanic",.0022,Third quintile,"No degree, not enrolled",No
17149,Female,"White, non-Hispanic",-.0488,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
17150,Female,"White, non-Hispanic",.1473,Fourth quintile,Missing,Item legitimate skip/NA
17151,Male,"White, non-Hispanic",-1.3048,First quintile (lowest),"No degree, not enrolled",Item legitimate skip/NA
17152,Female,"White, non-Hispanic",.8682,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
17153,Male,"Hispanic, race specified",.5048,Fourth quintile,Unit non-response,Item legitimate skip/NA
17155,Male,"White, non-Hispanic",.2891,Fourth quintile,"No degree, enrolled at less-than-4-year",No
17156,Male,"White, non-Hispanic",-.8717,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
17157,Female,"Asian, non-Hispanic",1.9864,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
17158,Female,"White, non-Hispanic",-.1957,Third quintile,Attained associate's degree,Yes
17159,Male,"More than one race, non-Hispanic",-.2878,Third quintile,Item legitimate skip/NA,Yes
17160,Female,"White, non-Hispanic",-.281,Third quintile,Unit non-response,Unit non-response
17161,Male,Missing,Unit non-response,Unit non-response,Unit non-response,Unit non-response
17162,Female,"White, non-Hispanic",.4578,Fourth quintile,Unit non-response,Yes
17163,Female,"White, non-Hispanic",1.8423,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
17164,Male,"White, non-Hispanic",-.4954,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
17165,Male,"White, non-Hispanic",-.2706,Third quintile,Attained certificate,Item legitimate skip/NA
17167,Female,"More than one race, non-Hispanic",-.4193,Second quintile,Unit non-response,Unit non-response
17168,Female,Missing,Unit non-response,Unit non-response,Unit non-response,Unit non-response
17169,Male,"White, non-Hispanic",-.1897,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
17170,Male,"White, non-Hispanic",.5606,Fifth quintile (highest),Attained associate's degree,Don't know
17171,Female,"Asian, non-Hispanic",.0291,Third quintile,"No degree, enrolled at a 4-year",Yes
17172,Male,"White, non-Hispanic",-.2771,Third quintile,Item legitimate skip/NA,No
